ShortName	Species	ReferenceName	Reference	Accession	Source
AtbHLH161	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT3G47710.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH162	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT4G20970.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH163	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT1G26945.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH164	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT3G28857.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH165	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT2G42870.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH166	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT3G58850.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH167	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT5G57780.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH168	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT3G29370.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH169	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT5G39240.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
AtbHLH170	arabidopsis_thaliana	2010Pau	https://doi.org/10.1104/pp.110.153593	AT2G18969.1	Athaliana_167_TAIR10.protein.fa|TAIR10|Phytozome|https://phytozome-next.jgi.doe.gov/
BrabHLH001	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000177	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH002	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000283	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH003	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000291	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH004	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000436	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH005	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000495	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH006	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000560	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH007	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000872	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH008	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra000979	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH009	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra001183	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH010	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra001826	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH011	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra001929	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH012	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra002004	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH013	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra002679	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH014	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra002756	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH015	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra002964	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH016	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003073	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH017	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003260	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH018	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003261	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH019	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003300	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH020	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003483	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH021	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003797	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH022	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra003886	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH023	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004015	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH024	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004169	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH025	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004338	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH026	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004348	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH027	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004355	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH028	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004489	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH029	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004505	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH030	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004532	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH031	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004599	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH032	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004609	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH033	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004678	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH034	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004679	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH035	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra004748	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH036	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra005389	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH037	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra005795	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH038	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra005969	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH039	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra006286	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH040	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra006788	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH041	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra006831	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH042	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007289	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH043	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007290	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH044	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007358	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH045	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007430	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH046	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007644	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH047	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra007863	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH048	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra008017	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH049	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra008113	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH050	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra008154	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH051	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra008716	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH052	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra009322	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH053	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010178	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH054	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010467	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH055	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010558	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH056	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010591	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH057	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010617	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH058	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010635	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH059	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010921	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH060	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra010993	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH061	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011061	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH062	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011062	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH063	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011152	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH064	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011237	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH065	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011476	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH066	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011540	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH067	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011658	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH068	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011740	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH069	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011790	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH070	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra011972	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH071	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012128	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH072	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012133	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH073	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012329	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH074	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012435	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH075	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012720	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH076	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra012972	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH077	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013041	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH078	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013128	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH079	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013263	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH080	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013486	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH081	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013519	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH082	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra013889	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH083	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014603	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH084	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014653	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH085	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014654	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH086	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014657	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH087	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014658	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH088	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014659	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH089	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014672	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH090	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014923	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH091	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014970	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH092	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014971	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH093	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra014972	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH094	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra015456	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH095	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra015480	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH096	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra015906	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH097	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra015960	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH098	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016080	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH099	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016156	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH100	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016299	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH101	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016377	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH102	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016749	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH103	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016886	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH104	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016946	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH105	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra016951	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH106	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017024	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH107	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017520	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH108	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017523	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH109	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017527	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH110	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017533	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH111	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017745	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH112	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra017765	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH113	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018117	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH114	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018269	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH115	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018270	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH116	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018461	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH117	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018539	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH118	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018796	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH119	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra018896	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH120	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019166	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH121	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019167	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH122	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019708	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH123	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019773	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH124	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019794	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH125	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019914	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH126	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019935	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH127	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra019962	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH128	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra020017	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
BrabHLH129	brassica_rapa	2014Son	https://doi.org/10.1007/s00438-013-0791-3	Bra020398	Brassica_rapa.20100830_v1.2.pep|v1.2|Brassicaceae Database|http://brassicadb.cn/#/
